,7_corr,7_pval,7_qval,7_ci_low,7_ci_high,2_corr,2_pval,2_qval,2_ci_low,2_ci_high,0_corr,0_pval,0_qval,0_ci_low,0_ci_high,3_corr,3_pval,3_qval,3_ci_low,3_ci_high
CSRP1,-0.09346922861886876,1.0574571304528078e-13,2.7324473655111313e-13,-0.11790862879499549,-0.06891666741509433,-0.15661676888304957,5.6384546105746136e-36,1.4008582883415187e-35,-0.1806294276655156,-0.13241751681917135,0.2028664594664335,7.980314290455081e-60,2.241661317543562e-59,0.17905233771438858,0.22644300309177853,0.06926759094267,3.7653944456788996e-08,7.676645149192456e-08,0.04463224491044891,0.09381874331527457
ENC1,-0.09360837999110395,9.720102041465341e-14,2.5149035036132836e-13,-0.11804705450799684,-0.06905637895362922,-0.1605045402088407,9.975133527172142e-38,2.5221576554164706e-37,-0.184484554498904,-0.13633354229018066,0.25962936241187606,1.4975259555875748e-98,5.94256331582371e-98,0.23643455748364547,0.2825284338985075,0.01697018266425891,0.17836307170605514,0.2221208863089105,-0.007744809292210737,0.04166445421310316
DPYD,-0.09371211022927689,9.127636428827378e-14,2.367739670253535e-13,-0.11815024318637385,-0.06916052739370639,-0.15464928773377218,4.1749237863120334e-35,1.0283063513083826e-34,-0.17867818567028843,-0.13043602496920914,0.22233646697049925,6.872768369855893e-72,2.1887797356228956e-71,0.19871653550589133,0.24569826568750197,0.04712119538620142,0.00018450810151889488,0.00032313152630279317,0.022435576352524425,0.07174939110014632
UNC93A,-0.09391826486892506,8.05356657647133e-14,2.0918354744081375e-13,-0.1183553199571933,-0.06936751476125515,-0.14039130415775067,3.7839278127244663e-29,8.708694620769773e-29,-0.1645322342490801,-0.11608228598366059,0.13935766382183962,9.694072525027279e-29,2.0847467795757587e-28,0.11504209838367169,0.16350632954992314,0.1125700187465475,3.1183498996010963e-19,8.614226241991979e-19,0.08810336073553852,0.13690093160204642
GREM2,-0.09394250861161195,7.93572421744099e-14,2.06390746877529e-13,-0.11837943680573729,-0.06939185657148263,-0.15341822465832233,1.4414796803862384e-34,3.5287140278732887e-34,-0.1774571873794715,-0.1291962936973465,0.22752450752349143,2.5812031984123247e-75,8.504788133154283e-75,0.20395953150638324,0.2508259756741301,0.04040966922220293,0.0013454357032069396,0.002187700330417788,0.01571361666467922,0.06505644835347582
DBF4,-0.09408909277612337,7.258475065694719e-14,1.8926923248226124e-13,-0.11852525312012704,-0.06953903430137168,-0.06172060672108472,9.5601601682475e-07,1.5296256269195999e-06,-0.08630072287286443,-0.03706539567462853,0.10408076157851945,1.1982812515058766e-16,2.2355993498243965e-16,0.07957368238225429,0.12846209892933663,0.04475186046518801,0.00038368856750156465,0.0006558778931650679,0.020062303225083324,0.06938686983859908
HIST1H2AH,-0.09419221925964834,6.81638191670578e-14,1.7820606318185045e-13,-0.11862783876582664,-0.06964257901689708,-0.17205453203043214,3.3412175175253174e-43,8.93373667787518e-43,-0.19593321361994462,-0.1479719302118995,0.1892630516074457,4.0490580786863725e-52,1.0544422079912428e-51,0.1653245337020449,0.21297869006599307,0.10393048087815329,1.3258066064837546e-16,3.452621371051444e-16,0.07942271844805437,0.12831267905401733
A1CF,-0.09475226177151218,4.839789718766654e-14,1.268621158261246e-13,-0.11918493507515691,-0.07020490203185821,-0.1297717143958147,4.235283903906745e-25,9.257451156080316e-25,-0.15398963136765034,-0.10539796953337902,0.08737570839570073,3.748922066852597e-12,6.497265280507101e-12,0.06279956152330309,0.11184595399613304,0.15186182589104696,6.8033115822213175e-34,2.657543586805202e-33,0.12762904434177524,0.17591340730373117
HN1,-0.0950362752354048,4.065075024433176e-14,1.0683508605606244e-13,-0.1194674485570589,-0.07049007796574601,-0.06855348879556032,5.19161777515448e-08,8.588284160718742e-08,-0.09310750165788807,-0.043916142018162005,0.05834134621407514,3.629416511394361e-06,5.453668687294306e-06,0.03367815649369171,0.0829335236630134,0.10080376659173836,1.0517135386749415e-15,2.6558422693811652e-15,0.07628204390502319,0.12520362381858977
NUSAP1,-0.09510330575462647,3.900820848372e-14,1.0265318022031579e-13,-0.11953412448582536,-0.07055738342680343,-0.21530723437734914,2.166416229796801e-67,7.682327056017026e-67,-0.23874868805533,-0.1916150003866336,0.2171103858840445,1.574960510501821e-68,4.831167210128285e-68,0.19343646253522165,0.24053163532836636,0.1333866468507655,1.9297269290636557e-26,6.285755469262723e-26,0.10903430346902546,0.15757897647165203
LINC00607,-0.09512748963459036,3.843176000551975e-14,1.0126945983009156e-13,-0.1195581803793254,-0.07058166655764642,-0.13691493959652104,8.70160963492057e-28,1.964245967250693e-27,-0.16108167879694127,-0.11258411339641837,0.131440220935321,1.0291205619377354e-25,2.155226307723006e-25,0.10707627313767676,0.1556464072497845,0.11689668686868727,1.253082357714466e-20,3.570035207163721e-20,0.09245201086328945,0.14120054196813914
RP1-122P22.4,-0.09545199135777903,3.146115673393006e-14,8.312062545291958e-14,-0.11988096199255689,-0.07090750285329443,-0.12619288000930115,8.27150443935226e-24,1.771200094079713e-23,-0.15043549907718923,-0.10179858935733378,0.13673489359274701,1.0213130734782047e-27,2.1799638708179397e-27,0.11240295434893381,0.16090295339153415,0.09763626306143697,8.036838207581656e-15,1.98195763442211e-14,0.07310089407456094,0.12205352099340074
ITIH5,-0.09559102832445744,2.886986176911636e-14,7.637529568549302e-14,-0.12001926037537118,-0.07104711323781437,-0.1361702896270732,1.6852917459983714e-27,3.7914324994339064e-27,-0.16034248039460489,-0.11183487049283229,0.22017774133456386,1.721998854305648e-70,5.4065898094368855e-70,0.19653534133729597,0.24356425812456386,0.026327803915552506,0.03678015101032677,0.051476768383942294,0.0016171119467352259,0.05100636294369029
LYPD6B,-0.09569185983655284,2.712306448138867e-14,7.194446812039435e-14,-0.12011955566322655,-0.07114836120195361,-0.176047428052869,3.440000784671555e-45,9.48965733702498e-45,-0.19988956476878297,-0.15199693738361345,0.16345338457186065,4.3603486230090704e-39,1.0283841092002525e-38,0.1393043210503072,0.18740814624684637,0.13644669252271072,1.319185705939723e-27,4.411992327557602e-27,0.1121129749877797,0.16061686291455773
BMPER,-0.09571013090941075,2.6817853556391407e-14,7.122935871551502e-14,-0.12013772951674588,-0.07116670779171191,-0.16865099652484108,1.5114465300294027e-41,3.9879855673599016e-41,-0.19256021503976017,-0.14454165295681748,0.2366442158691231,1.4847339471219953e-81,5.164291989989549e-81,0.21317912011922602,0.25983646454056497,0.05253943376157178,3.0452667702091275e-05,5.57230882014479e-05,0.027863866491517026,0.07715100951106166
CENPE,-0.09574744342914383,2.6205015178328726e-14,6.969418930406577e-14,-0.12017484344782735,-0.07120417458089452,-0.10910429983577982,3.747314439153637e-18,7.435147696733407e-18,-0.13345622490094403,-0.08462070651977423,0.1466274934006616,1.112602166792445e-31,2.461509218567356e-31,0.12235910790140263,0.17072064468754813,0.06530355962000867,2.1514661689697456e-07,4.2519094248413946e-07,0.04065742707533182,0.08987027420171205
EHHADH,-0.09583580197702932,2.4808155806290596e-14,6.60669928263398e-14,-0.12026273145217711,-0.07129289872536818,-0.1448991757424984,5.746930875602286e-31,1.3538117492584892e-30,-0.1690057589750837,-0.12061933469143424,0.18898974058756496,5.703875819865911e-52,1.483452748989834e-51,0.16504881841784474,0.21270808131734154,0.06961815698504546,3.2123724977560633e-08,6.569268911566592e-08,0.044983802420997046,0.09416789591937322
CST2,-0.09597498932582708,2.27549063216109e-14,6.067975019096239e-14,-0.12040117679771302,-0.07143266277021662,-0.14818269569386816,2.4952948154090015e-32,5.991103998581036e-32,-0.17226363567976674,-0.12392474580623293,0.18514416204037137,6.687411300484236e-50,1.719128869019084e-49,0.16116980773816392,0.20890013885400002,0.07794504319639378,5.889352831066525e-10,1.2692570756608889e-09,0.053336032748905,0.10245943421317365
DDX58,-0.09688118058228595,1.2926453119142648e-14,3.4562708874712964e-14,-0.12130251394850099,-0.07234263221928627,-0.13912558932897423,1.1962089825593064e-28,2.7341919601355576e-28,-0.16327598469410923,-0.1148085612191752,0.22622307797463878,1.903288524579225e-74,6.1996368878802116e-74,0.2026441892521816,0.24953980301457304,0.025041148347568355,0.047022121301482346,0.06454649457993458,0.0003296082411167056,0.04972212384924839
HIST1H2AG,-0.09708597802430521,1.1367305356350555e-14,3.047534948083259e-14,-0.1215062087930821,-0.07254828918503174,-0.14790442706256038,3.2644559986401047e-32,7.819056284167916e-32,-0.1719875606675411,-0.12364460108367892,0.1840483628588286,2.5491108385004446e-49,6.519465060103439e-49,0.1600646176448435,0.20781493219130964,0.07950202677909586,2.6566017927551615e-10,5.787803470054817e-10,0.054898137440640676,0.10400943041441237
CEP55,-0.09716481983936516,1.0817733859297225e-14,2.904089626656973e-14,-0.1215846255877971,-0.07262746245117635,-0.1620191412805462,2.0136061236110219e-38,5.143310660564551e-38,-0.1859862381981425,-0.13785935512501124,0.19997373970991236,3.888589419606856e-58,1.0801637276685713e-57,0.17613238904366169,0.2235806154814246,0.08202501476435589,7.078865436198708e-11,1.567855024628728e-10,0.057429679572105256,0.10652084309242373
DAB2,-0.09733369758475499,9.727018642895782e-15,2.6147899577676833e-14,-0.12175259192151752,-0.07279705119945765,-0.15307053112022365,2.041662993187928e-34,4.967549861771114e-34,-0.1771123230711635,-0.128846165681836,0.060452701030453075,1.5901074838667612e-06,2.42025492217163e-06,0.03579442995995253,0.0850374084253083,0.21174460465898576,3.579513014566831e-65,2.641707021820539e-64,0.18801667258212829,0.2352255127746404
GMPR,-0.09740819232360318,9.280983640157099e-15,2.498245932747537e-14,-0.12182668417721887,-0.0728718600243189,-0.1716982497200548,4.9987246008041774e-43,1.332993226881114e-42,-0.1955801543928907,-0.14761282141838514,0.281531583960977,1.685879764736983e-116,7.896392340688445e-116,0.25861908817473556,0.3041274717132817,0.01231001748181503,0.3289675109995617,0.38757218950241507,-0.012405500367702159,0.03701050288423557
PTPN13,-0.09758626669497282,8.29469626888224e-15,2.2357671883779623e-14,-0.12200379533849778,-0.07305068631477064,-0.11933512155527613,1.939635118573375e-21,4.007510575564825e-21,-0.14362332346444195,-0.0949032451591568,0.1627300734946474,9.449128374413376e-39,2.2181052522097126e-38,0.13857558952882193,0.1866910685709392,0.06381611359269228,4.034832780783375e-07,7.895954561219912e-07,0.039166134808252796,0.08838846838954376
FAM46A,-0.09764456083635586,7.994812093140587e-15,2.157844019741049e-14,-0.12206177382712254,-0.07310922694594722,-0.13870986373306443,1.7416621748058703e-28,3.9718635685424635e-28,-0.16286335089284582,-0.11439022219306338,0.22559564873861435,4.96361775360086e-74,1.608952270210976e-73,0.20201008298933637,0.24891969985045534,0.025687849370975502,0.04160844100720219,0.057709349524552284,0.0009767253164868598,0.050367620502089004
CTSE,-0.09768923986860102,7.772213601931069e-15,2.1005982707921808e-14,-0.12210621081728135,-0.07315409501257727,-0.14004094530143266,5.209294828057687e-29,1.1934237864966064e-28,-0.1641845032865326,-0.11572970191725417,0.1012146651167663,8.040208307001202e-16,1.4779794681987502e-15,0.07669474925425293,0.12561222902399707,0.15352284418585666,1.297925845047417e-34,5.181340698792084e-34,0.1293016469309761,0.1775609544481465
CXCR4,-0.0977652610437732,7.407395845430467e-15,2.004707941929761e-14,-0.12218181993393984,-0.073230438057177,-0.16301360257110487,6.981085846106844e-39,1.7923198577937983e-38,-0.18697215727300992,-0.13886124023601495,0.19495506829116935,2.848687425980262e-55,7.67840276544545e-55,0.17106747251845128,0.21861360203836355,0.08886124393109215,1.605496094185092e-12,3.738058426507782e-12,0.06429067680590356,0.11332413767942559
FAM19A4,-0.09806015356551764,6.144981175451155e-15,1.6675661263096755e-14,-0.1224751113642976,-0.0735265818584576,-0.09693211363438965,1.2520089914336999e-14,2.3534003598377815e-14,-0.12135317297716564,-0.07239377883969932,-0.00038600549778698343,0.9755813287481542,0.9775364015512567,-0.02509751016739888,0.02432597061593716,0.1999364894839247,4.086499086035938e-58,2.5620683924990206e-57,0.17609479092060018,0.2235437531938589
ARHGAP24,-0.0981663252876242,5.744416847549251e-15,1.5631066251834696e-14,-0.12258070559293982,-0.07363320514468898,-0.1868247978128036,8.446830328659486e-51,2.462632748880316e-50,-0.21056441512752688,-0.16286496326235955,0.25066012943463334,1.0642594446752167e-91,3.985990429495193e-91,0.2273566893011182,0.27367665218587434,0.06408789134068861,3.6005791826223285e-07,7.066887502693481e-07,0.03943860712083473,0.0886592237099749
CTGF,-0.09830945665849943,5.244819992905939e-15,1.429106265096986e-14,-0.12272305756308563,-0.07377694616227068,-0.18400540931569798,2.685912721786116e-49,7.718140005132518e-49,-0.20777239266603112,-0.16002129721793112,0.23213563395118042,1.957786783378918e-78,6.625335984361821e-78,0.2086206372367747,0.25538238301562194,0.07924928465964258,3.026226246502172e-10,6.578752709787331e-10,0.05464455583278068,0.10375783063650611
SRY,-0.09840192604930684,4.94505799261554e-15,1.3492654822961909e-14,-0.12281502289135357,-0.07386980995462127,-0.1349195968033725,5.072214469072244e-27,1.1321907297036259e-26,-0.15910088285259308,-0.11057652576572206,0.1872193454490826,5.181632258794059e-51,1.3406551769195497e-50,0.16326294007184586,0.21095510224870442,0.06013704713401667,1.8020519213545107e-06,3.4456059681730604e-06,0.035478026649925144,0.08472288526127023
CELF4,-0.0984358830955722,4.839265099874017e-15,1.322203579200551e-14,-0.12284879472813849,-0.07390391194168486,-0.1449464457516755,5.4960400043190305e-31,1.2962358500752431e-30,-0.16905266355795273,-0.12066691602961403,0.1449043753011642,5.718786519866542e-31,1.2554964917379893e-30,0.12062456848989205,0.16901091834330073,0.11625995653873482,2.0265626553021827e-20,5.732850510048607e-20,0.09181198704746475,0.140567851100937
MANEA,-0.09858672906433007,4.3956067571218554e-15,1.2042758238690015e-14,-0.12299881726509317,-0.07405540246841293,-0.2292881937462188,1.6861289162941658e-76,6.586441079274085e-76,-0.2525688546112896,-0.20574220789549075,0.32992527604119715,1.1639580670854954e-162,7.785672689535086e-162,0.30772240162930575,0.3517690369585907,0.04003763535374225,0.001490335412998636,0.0024154544781177243,0.015341069733563702,0.06468537972357985
SAT1,-0.09893325576165055,3.522445789776512e-15,9.66377445754873e-15,-0.12334344813109399,-0.0744034141463882,-0.3654774494276683,8.398569997894925e-203,9.280187842977818e-202,-0.38669670922547555,-0.3438714092849834,0.2646407349245732,1.6692525800282133e-102,6.841199098476284e-102,0.2415083915195352,0.2874724853770681,0.2859566326038016,2.429007606484759e-120,4.809916052445067e-119,0.26310411033937586,0.30848844703748024
FGA,-0.09908947645248918,3.1869637620547095e-15,8.75539495069975e-15,-0.12349881222033912,-0.07456030624812161,-0.13910716460260494,1.2163226657132503e-28,2.776992387473174e-28,-0.16325769717328642,-0.11479002048437904,0.0033320811354438052,0.7916067661244446,0.8152489867399018,-0.021381423515290942,0.02804151622539458,0.2525114053112173,4.325995405544065e-93,5.3739073360795836e-92,0.22923005615360964,0.27550400515554724
GOLGA4,-0.09954335026393787,2.380688391291731e-15,6.567416251839258e-15,-0.123950190526557,-0.07501613762391936,-0.18213820602550942,2.5731071155913034e-48,7.320361637528601e-48,-0.2059230999574558,-0.15813823467357035,0.21529690499918983,2.199039000952679e-67,6.673866467231196e-67,0.19160456658581626,0.2387384739621061,0.09475582771505645,4.8292168178557615e-14,1.1693018929432837e-13,0.07020848254597303,0.11918848221013653
COCH,-0.09968795350182201,2.1688179497078213e-15,5.991209805822711e-15,-0.12409399658013258,-0.07516136669079607,-0.11925899515278969,2.057183224853767e-21,4.24599220816051e-21,-0.1435476901472549,-0.09482671468034728,0.15487848871151433,3.310956680005808e-35,7.593937339462863e-35,0.13066684816451704,0.17890550460092772,0.0732110731753608,6.033828231767564e-09,1.2583583382205557e-08,0.0485872318265974,0.09774597783321509
CYR61,-0.09969172559396855,2.16354720708676e-15,5.984916202176376e-15,-0.12409774786336239,-0.07516515512212188,-0.23950122821509026,1.441028075633687e-83,6.042046438715669e-83,-0.26265843019125923,-0.21606828277493856,0.26948391986656556,2.0716327670035354e-106,8.872088937916638e-106,0.24641314383659504,0.2922494527713869,0.11555928127668719,3.4290285415986535e-20,9.659235328446912e-20,0.09110771088805593,0.13987159802823995
SLC1A1,-0.0998856411674628,1.9089241711658977e-15,5.295212680071838e-15,-0.12429059275306359,-0.07535991161331353,-0.16521603599988527,6.522369539293715e-40,1.691924653513285e-39,-0.18915550045851165,-0.14108029121161036,0.25144336548383983,2.7544077456559672e-92,1.0393991493041385e-91,0.22814925053002721,0.27444978723313285,0.036071056115924115,0.0042155529602483175,0.006576525679014536,0.01136944652699466,0.06072866794588051
RPS4Y1,-0.10032318644332376,1.4378225689027853e-15,3.999506450355453e-15,-0.12472571539698679,-0.07579936118493595,-0.1619039038056706,2.2755793989702088e-38,5.797654519669321e-38,-0.18587198746873215,-0.13774326057953407,0.17169797961812897,5.0002497667165274e-43,1.2136528559991572e-42,0.14761254917607727,0.19557988673207494,0.11283982673184892,2.561133264890761e-19,7.084739321966144e-19,0.08837451224101296,0.13716907908959847
PLPP3,-0.10046948097793278,1.3074716668967545e-15,3.64706183234799e-15,-0.124871197823758,-0.07594629455152338,-0.13496207124804951,4.8867649921372545e-27,1.0920145233826267e-26,-0.15914304966959994,-0.11061925879444968,0.11258025416880717,3.0951761714215516e-19,5.94654403731326e-19,0.08811364705934638,0.13691110409681628,0.1373458849707182,5.925469139940974e-28,1.9951074545255805e-27,0.11301772944249922,0.16150945684321014
MT-ND4,-0.10081462672673863,1.0442897109717957e-15,2.921090100620408e-15,-0.1252144234471619,-0.07629295168666875,0.06114742166996534,1.2047276913964782e-06,1.918356196491207e-06,0.03649081739239935,0.08572962318547259,0.01933403639015191,0.12519692455011644,0.14685856252213073,-0.005380278258613454,0.044024746416937426,-0.02639011836203597,0.036336582506854856,0.05089157213845218,-0.05106855828511028,-0.0016794695496592236
IGFBP5,-0.10089827083283098,9.888152580040222e-16,2.769790638666729e-15,-0.1252976013426189,-0.07637696296104218,-0.1668136466964721,1.1439678094716073e-40,2.99076551495845e-40,-0.19073911527794069,-0.14269010779867092,0.2758863119846232,1.0501747810130722e-111,4.698768595136788e-111,0.2528987384284746,0.298562566369148,0.014147567602820363,0.2618908187277956,0.31458356603939414,-0.010567871113380865,0.038845730776800376
GPC3,-0.10135441461340289,7.336561915404824e-16,2.0608319987092205e-15,-0.12575119666009943,-0.07683511517938432,-0.176416016334207,2.2419993309077633e-45,6.210524462348376e-45,-0.20025474036382793,-0.1523685300989387,-0.024604089997990318,0.051006848033994655,0.06243188253854915,-0.0492858677702279,0.00010771956805697998,0.3316553365559731,1.738092663299092e-164,7.724856281329297e-163,0.30948002322535545,0.35347011667941564
IL7R,-0.101656914459068,6.014631545931753e-16,1.6942624073047193e-15,-0.12605200082195234,-0.07713895266661432,-0.15668607158377557,5.2519665592851214e-36,1.3064593431057515e-35,-0.1806981549110416,-0.13248731656052076,0.2872490489895866,1.7764374817505087e-121,8.623482921118974e-121,0.2644142294906958,0.3097619709475788,-0.010160868577914303,0.4203851587502161,0.4790714059831523,-0.034863858586081875,0.014554530031024089
CENPW,-0.10173831248840644,5.700954718347809e-16,1.608167762580482e-15,-0.12613294180305476,-0.07722071141218223,-0.14624527746977242,1.6025087047482869e-31,3.8019186352272525e-31,-0.17034141178963474,-0.12197434574037821,0.1657091655771899,3.8184033919384495e-40,9.091436647472499e-40,0.14157717472566209,0.18964432325847258,0.09930576795253643,2.7738495009747583e-15,6.943302881038193e-15,0.07477752933807628,0.12371391575851107
TMEM150C,-0.10175974314375595,5.621085285127776e-16,1.5878771991886374e-15,-0.12615425207170644,-0.07724223709254412,-0.1526835635871576,3.004775191329327e-34,7.302005325223153e-34,-0.17672849740380436,-0.12845649578434665,0.1964125884761527,4.2744866787622815e-56,1.1583974739193174e-55,0.17253829310708968,0.22005624607006724,0.07669263054420625,1.1049996451775299e-09,2.36111035294344e-09,0.0520795881591243,0.10121255570379563
KLHL4,-0.10191908601712472,5.060817589506202e-16,1.4316315670456016e-15,-0.12631269913050344,-0.0774022872200492,-0.10290938802259843,2.625576210113038e-16,5.078483965402394e-16,-0.12729740582177446,-0.07839701307918728,0.14092028450379177,2.3315371401347695e-29,5.041161384075177e-29,0.1166146376143387,0.16505723556807828,0.06743978798402757,8.51332530290768e-08,1.7146677347246082e-07,0.04279937140959417,0.09199821199546807
TMEM88,-0.10207880291071757,4.554519852528191e-16,1.2902322528408475e-15,-0.12647151685774774,-0.07756271429597231,-0.161716529522299,2.775713450304129e-38,7.062884097465977e-38,-0.18568621623396997,-0.1375544941304115,0.19780562191823464,6.874905814212484e-57,1.8835358395102697e-56,0.17394413799790837,0.22143496488736822,0.08742049946210384,3.655030284969955e-12,8.431442410541996e-12,0.06284451922306973,0.11189052497685344
IHH,-0.10209105556715813,4.51780811977128e-16,1.2816476935521362e-15,-0.12648370048313662,-0.07757502148637244,-0.1487528999669375,1.4364685518071348e-32,3.461370004354542e-32,-0.1728293331583561,-0.12449880648560765,0.020474966892096883,0.10441240357965594,0.12341891676082262,-0.0042389219557990325,0.04516385930894988,0.25004970179794755,3.0413095790142116e-91,3.620606641683585e-90,0.22673901534096827,0.27307407630335606
CDR1-AS,-0.10219961089065428,4.205029021103063e-16,1.1946105173588249e-15,-0.1265916438881736,-0.07768406029279724,-0.17446552819005798,2.1367558972262506e-44,5.830166158871079e-44,-0.19832223618793426,-0.15040222035257594,0.2261223286398002,2.2204424638603803e-74,7.220951101984976e-74,0.2025423664223105,0.2494402313511496,0.07561672115326913,1.882429935232657e-09,3.996666529156384e-09,0.051000277274007626,0.10014133900962807
C21orf91,-0.10232989351803072,3.857714525777979e-16,1.0975005763237495e-15,-0.12672119135918167,-0.07781492394633815,-0.10535115989305763,5.066728313174068e-17,9.88629914765672e-17,-0.12972517602714145,-0.08084990133605804,0.22120585430880055,3.73007732583535e-71,1.1766805444275551e-70,0.19757412597385968,0.24458062713037035,-0.010402576772702971,0.4094159007802065,0.46951364768372306,-0.03510529647253367,0.014312846642357957
NUDT4,-0.10253971298243492,3.3568711250310655e-16,9.563735398948905e-16,-0.12692982510919557,-0.07802568092602248,-0.2522879603353274,6.376912747259176e-93,2.9729196956919237e-92,-0.2752834564398377,-0.2290039356921883,0.2838163202181726,1.7890963117597105e-118,8.45908421635797e-118,0.2609346665503473,0.30637924396740035,0.11997332245728021,1.1826221523412617e-21,3.493713891702398e-21,0.09554484496874471,0.14425737945724396
KCNJ13,-0.10269379290918247,3.030433744420952e-16,8.646030654553359e-16,-0.1270830329379546,-0.07818045070797086,-0.1747648233565651,1.514509906237726e-44,4.143665954138785e-44,-0.198618783829025,-0.15070393092036066,0.21485876410828875,4.142294244606888e-67,1.2458027803328986e-66,0.19116200133344943,0.2383052183323524,0.08778747580113186,2.9677808632052286e-12,6.861921070994748e-12,0.06321286455710205,0.11225569443072118
RRM2,-0.10397415705610082,1.2874246564101375e-16,3.6941883971596487e-16,-0.12835610516392768,-0.07946659307881587,-0.11425396556496348,9.056410654629026e-20,1.8407338728920783e-19,-0.13857445647120673,-0.08979575214513807,0.14407229647415443,1.251655387503851e-30,2.7358587705002206e-30,0.11978702748757954,0.16818525433209155,0.08070276221004447,1.4228390543274458e-10,3.1305589754179224e-10,0.05610290449794067,0.10520469592462052
EOMES,-0.1040649439930639,1.2111129418230815e-16,3.4802096029398894e-16,-0.12844637200094428,-0.07955779283104075,-0.16245026412186517,1.2732032345573113e-38,3.260443622425893e-38,-0.18641366371025445,-0.1382936902998322,0.25764267220549575,5.218905460107907e-97,2.030702513660664e-96,0.23442345533728692,0.2805680953896892,0.029202578195594336,0.02054010338142076,0.02963939881878898,0.004494077259867113,0.05387544323455661
NR2F2,-0.10408593755752714,1.1941115174901454e-16,3.436292136662289e-16,-0.12846724524002487,-0.07957888191327823,-0.1758141282729295,4.50840995783315e-45,1.2402778425950894e-44,-0.19965842164251943,-0.15176173944586938,0.192435335772482,7.292639294110297e-54,1.931824978572264e-53,0.1685249976264327,0.21611934316009979,0.11291354312649976,2.4268227734752985e-19,6.722500757549304e-19,0.08844859634020186,0.13724234118619366
CDC42EP3,-0.10417693457144532,1.1230979733917659e-16,3.2365935832615735e-16,-0.12855772045148292,-0.07967029320448017,-0.135143455169698,4.1675731067199e-27,9.333870339798209e-27,-0.15932311889759818,-0.11080174799273382,0.22671191622027392,9.0002226976162e-75,2.941249247586994e-74,0.20313824336075234,0.25002292016981886,0.02463775423072318,0.050690190885683266,0.06915442139929505,-7.403491630963378e-05,0.04931947054317819
ZWINT,-0.10468988900212332,7.941132893779311e-17,2.2918132449579543e-16,-0.12906772586510024,-0.08018559064610453,-0.2282495813328876,8.43227762042158e-76,3.255705644950417e-75,-0.2515425136311174,-0.20469239349763624,0.2552119458457476,3.849546935862417e-95,1.4834477594845537e-94,0.23196313114348008,0.2781693502937142,0.11885094273301917,2.818116905125099e-21,8.156633589363529e-21,0.09441650125506439,0.14314227592473594
PRC1,-0.10512866300128314,5.895608686644328e-17,1.7113523038154799e-16,-0.1295039670830245,-0.08062637921745146,-0.22321081112379085,1.845617428416388e-72,6.886632195583536e-72,-0.2465625339026495,-0.19960004662582023,0.2703375473270767,4.159094576832444e-107,1.7927131796691568e-106,0.24727774527005625,0.29309129142629753,0.09720242250958128,1.0564911843449123e-14,2.5926164033003983e-14,0.07266522331198291,0.12162202544222968
RASGRF2,-0.10533046546588261,5.138704617721795e-17,1.4959838770660247e-16,-0.12970460149426463,-0.08082911144862867,-0.1537506012590325,1.0326559261349998e-34,2.5310194268014705e-34,-0.1777868538669973,-0.1295310031758692,0.1064904476385515,2.3206425498135258e-17,4.370324952567845e-17,0.08199447733825872,0.13085783086316594,0.17184012781347374,4.2582944141305684e-43,1.9991992554603607e-42,0.1477558243078687,0.1957207497376955
VIM,-0.10544412852040305,4.7554522294742395e-17,1.386429221421061e-16,-0.12981760577670454,-0.08094329907660464,-0.09374207429193908,8.963200819893112e-14,1.6598520036839094e-13,-0.11818005071297107,-0.06919061235999788,0.056480866493292085,7.34183127962685e-06,1.0860697159211316e-05,0.03181352585522699,0.08107944468245427,0.14350813764290785,2.1230996360465986e-30,7.528722113640421e-30,0.119219184902808,0.16762542557120944
HSD17B11,-0.10549733634899713,4.5858681870393827e-17,1.3389396166538343e-16,-0.12987050500403793,-0.08099675268896898,-0.1865783912858479,1.1454836037584384e-50,3.325061259095612e-50,-0.21032041575811924,-0.16261641907155358,0.07114595323533597,1.593295624295325e-08,2.5574568608271668e-08,0.046515990815307384,0.09568946178020475,0.2510495015519032,5.4386345961574403e-92,6.632481214826146e-91,0.22775069340970405,0.2740610064843531
PIEZO2,-0.10584776885627574,3.608756193109338e-17,1.0551918693302157e-16,-0.13021890156397048,-0.08134880747551097,-0.17706529501900006,1.0522264744036283e-45,2.930992964912614e-45,-0.20089799139539122,-0.1530231177161552,0.22266854176078876,4.1741626923358436e-72,1.333598304260653e-71,0.19905208737689956,0.24602651802397105,0.08521400043059237,1.2558693600581358e-11,2.851008762901557e-11,0.06062993005155638,0.10969475076910445
ORC6,-0.10598794677977515,3.2781852734010385e-17,9.599371225186057e-17,-0.1303582633947367,-0.08148963604534068,-0.3303149454675745,4.526805460550536e-163,3.788121724310072e-162,-0.3521521914966787,-0.30811826554310384,0.2647820601113191,1.2874785780652599e-102,5.2982657533549794e-102,0.24165149651662823,0.2876118944123556,0.24463128008665636,2.9777246543883526e-87,3.2543438845774346e-86,0.22125709391051915,0.2677245581006849
RAB15,-0.10621835662941062,2.798539385115945e-17,8.218911556875022e-17,-0.1305873297439713,-0.08172111748498585,-0.16310636066442685,6.322073351529247e-39,1.625211658490809e-38,-0.18706411613278484,-0.1389546933049771,0.20757621706931145,1.249087819197548e-62,3.594497321431793e-62,0.18380732560565904,0.23110250458510007,0.0823811188914655,5.854475084137163e-11,1.300994463141592e-10,0.05778701653760645,0.10687528826820937
